item_id,type,category,description,location_lost,location_found,time_lost,time_found,status,matched_item_id,match_score
333,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-18T20:29:00,Found,,0.0
334,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Food Court West 1,,2026-04-23T19:27:00,Found,,0.0
335,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-28T16:57:00,Found,,0.0
336,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-02T11:42:00,Found,,0.0
337,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-04-03T23:37:00,Found,,0.0
338,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - Concourse Upper A 1,,2026-04-19T10:58:00,Found,,0.0
339,Found,Other,Lost/Found other item near seat area,,Eden Gardens - South Stand 1,,2026-04-08T10:26:00,Found,,0.0
340,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Grand Stand 1,,2026-05-03T11:25:00,Found,,0.0
341,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Food Court West 1,,2026-04-22T09:21:00,Found,,0.0
342,Found,Wallets/IDs,Black cardholder containing credit cards,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-05T19:22:00,Found,,0.0
343,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - South Stand 1,,2026-04-17T20:08:00,Found,,0.0
344,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-30T15:23:00,Found,,0.0
345,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Corporate Box B 1,,2026-04-03T00:05:00,Found,,0.0
346,Found,Electronics,Black iPhone 13 in transparent case,,Eden Gardens - North Stand 1,,2026-04-01T17:24:00,Found,,0.0
347,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Food Court West 1,,2026-04-20T18:05:00,Found,,0.0
348,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - West Stand 1,,2026-04-06T05:45:00,Found,,0.0
349,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Club Clubhouse 1,,2026-04-14T02:29:00,Found,,0.0
350,Found,Electronics,Samsung Galaxy S22 with cracked back,,Eden Gardens - North Stand 1,,2026-04-30T19:01:00,Found,,0.0
351,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-05-01T01:31:00,Found,,0.0
352,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-19T18:17:00,Found,,0.0
353,Found,Electronics,Samsung Galaxy S22 with cracked back,,Narendra Modi Stadium - Press Box 1,,2026-04-14T18:27:00,Found,,0.0
354,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-20T00:21:00,Found,,0.0
355,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-04-23T15:43:00,Found,,0.0
356,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Grand Stand 1,,2026-04-25T22:04:00,Found,,0.0
357,Found,Wallets/IDs,Student ID card in blue lanyard,,Wankhede Stadium - Medical Center A 1,,2026-04-28T15:01:00,Found,,0.0
358,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - South Stand 1,,2026-05-05T03:16:00,Found,,0.0
359,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-24T00:49:00,Found,,0.0
360,Found,Wallets/IDs,Black cardholder containing credit cards,,Eden Gardens - VIP Lounge South 1,,2026-04-18T21:17:00,Found,,0.0
361,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-13T09:14:00,Found,,0.0
362,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - South Pavilion 1,,2026-04-12T04:40:00,Found,,0.0
363,Found,Electronics,Red noise-cancelling headphones,,Wankhede Stadium - Club Clubhouse 1,,2026-04-13T19:38:00,Found,,0.0
364,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Concourse Upper B 1,,2026-04-19T07:45:00,Found,,0.0
365,Found,Other,Lost/Found other item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-25T06:48:00,Found,,0.0
366,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - VIP Lounge South 1,,2026-04-30T09:03:00,Found,,0.0
367,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Food Court East 1,,2026-04-01T16:14:00,Found,,0.0
368,Found,Wallets/IDs,Black cardholder containing credit cards,,Eden Gardens - West Stand 1,,2026-04-12T02:54:00,Found,,0.0
369,Found,Electronics,Samsung Galaxy S22 with cracked back,,Narendra Modi Stadium - Food Court East 1,,2026-04-10T10:01:00,Found,,0.0
370,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Medical Center A 1,,2026-05-04T01:52:00,Found,,0.0
371,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - East Stand 1,,2026-04-12T16:20:00,Found,,0.0
372,Found,Wallets/IDs,Student ID card in blue lanyard,,Wankhede Stadium - South Stand 1,,2026-04-06T17:36:00,Found,,0.0
373,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Food Court West 1,,2026-04-01T22:27:00,Found,,0.0
374,Found,Wallets/IDs,Black cardholder containing credit cards,,Wankhede Stadium - Concourse Lower A 1,,2026-04-17T08:56:00,Found,,0.0
375,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-04-12T16:52:00,Found,,0.0
376,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Food Court West 1,,2026-04-17T19:46:00,Found,,0.0
377,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Concourse Lower B 1,,2026-04-10T14:33:00,Found,,0.0
378,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - East Stand 1,,2026-04-19T09:52:00,Found,,0.0
379,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-28T06:07:00,Found,,0.0
380,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Medical Center A 1,,2026-04-04T05:14:00,Found,,0.0
381,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - High Court Stand 1,,2026-04-05T14:16:00,Found,,0.0
382,Found,Wallets/IDs,Indian Passport under name Rohit,,Wankhede Stadium - Corporate Box B 1,,2026-04-02T09:06:00,Found,,0.0
383,Found,Electronics,Black iPhone 13 in transparent case,,Narendra Modi Stadium - Concourse Upper A 1,,2026-04-08T02:27:00,Found,,0.0
384,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-07T15:19:00,Found,,0.0
385,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - South Pavilion 1,,2026-04-12T10:13:00,Found,,0.0
386,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - West Stand 1,,2026-05-05T00:10:00,Found,,0.0
387,Found,Wallets/IDs,Brown leather wallet with driver's license,,Wankhede Stadium - South Stand 1,,2026-04-04T22:32:00,Found,,0.0
388,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Corporate Box B 1,,2026-04-15T17:41:00,Found,,0.0
389,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-04T13:05:00,Found,,0.0
390,Found,Wallets/IDs,Black cardholder containing credit cards,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-13T09:38:00,Found,,0.0
391,Found,Electronics,Samsung Galaxy S22 with cracked back,,Eden Gardens - VIP Lounge South 1,,2026-04-17T21:53:00,Found,,0.0
392,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - VIP Lounge North 1,,2026-04-25T07:07:00,Found,,0.0
393,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-13T04:23:00,Found,,0.0
394,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-27T11:07:00,Found,,0.0
395,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - South Stand 1,,2026-04-11T16:38:00,Found,,0.0
396,Found,Electronics,Samsung Galaxy S22 with cracked back,,Narendra Modi Stadium - West Stand 1,,2026-05-02T12:31:00,Found,,0.0
397,Found,Wallets/IDs,Black cardholder containing credit cards,,Wankhede Stadium - Corporate Box B 1,,2026-05-02T18:17:00,Found,,0.0
398,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-30T06:25:00,Found,,0.0
399,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-22T23:51:00,Found,,0.0
400,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - VIP Lounge South 1,,2026-04-09T15:13:00,Found,,0.0
401,Found,Electronics,Black iPhone 13 in transparent case,,Narendra Modi Stadium - Food Court West 1,,2026-04-07T18:17:00,Found,,0.0
402,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Food Court West 1,,2026-05-01T08:54:00,Found,,0.0
403,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Food Court West 1,,2026-05-03T00:33:00,Found,,0.0
404,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Corporate Box B 1,,2026-04-07T23:22:00,Found,,0.0
405,Found,Electronics,Red noise-cancelling headphones,,Narendra Modi Stadium - Food Court East 1,,2026-04-29T09:02:00,Found,,0.0
406,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Corporate Box B 1,,2026-05-02T21:38:00,Found,,0.0
407,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Press Box 1,,2026-04-22T06:24:00,Found,,0.0
408,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - VIP Lounge South 1,,2026-04-23T06:02:00,Found,,0.0
409,Found,Other,Lost/Found other item near seat area,,Eden Gardens - North Stand 1,,2026-04-15T16:35:00,Found,,0.0
410,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-05-02T02:59:00,Found,,0.0
411,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Corporate Box B 1,,2026-04-26T19:04:00,Found,,0.0
412,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - Press Box 1,,2026-04-10T12:45:00,Found,,0.0
413,Found,Wallets/IDs,Student ID card in blue lanyard,,Eden Gardens - Press Box 1,,2026-04-13T03:28:00,Found,,0.0
414,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - Food Court West 1,,2026-04-13T17:53:00,Found,,0.0
415,Found,Electronics,Black iPhone 13 in transparent case,,Wankhede Stadium - Concourse Upper B 1,,2026-04-30T12:32:00,Found,,0.0
416,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Concourse Lower A 1,,2026-04-10T10:13:00,Found,,0.0
417,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Club Clubhouse 1,,2026-04-30T18:56:00,Found,,0.0
418,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - Concourse Lower A 1,,2026-04-04T09:38:00,Found,,0.0
419,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Medical Center A 1,,2026-04-23T01:15:00,Found,,0.0
420,Found,Electronics,Apple Airpods Pro in white case,,Wankhede Stadium - Food Court West 1,,2026-04-22T00:48:00,Found,,0.0
421,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Club Clubhouse 1,,2026-04-09T19:51:00,Found,,0.0
422,Found,Electronics,Red noise-cancelling headphones,,Narendra Modi Stadium - Concourse Upper B 1,,2026-04-14T11:20:00,Found,,0.0
423,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - South Stand 1,,2026-04-09T17:31:00,Found,,0.0
424,Found,Other,Lost/Found other item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-13T19:05:00,Found,,0.0
425,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - Corporate Box B 1,,2026-05-02T15:13:00,Found,,0.0
426,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - South Pavilion 1,,2026-04-04T03:26:00,Found,,0.0
427,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-04-14T08:55:00,Found,,0.0
428,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - Corporate Box B 1,,2026-04-16T06:51:00,Found,,0.0
429,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-11T03:27:00,Found,,0.0
430,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Corporate Box B 1,,2026-05-05T02:19:00,Found,,0.0
431,Found,Wallets/IDs,Student ID card in blue lanyard,,Eden Gardens - Medical Center A 1,,2026-04-04T18:18:00,Found,,0.0
432,Found,Other,Lost/Found other item near seat area,,Eden Gardens - North Stand 1,,2026-04-17T09:04:00,Found,,0.0
433,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - VIP Lounge South 1,,2026-04-14T19:17:00,Found,,0.0
434,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - Corporate Box A 1,,2026-04-02T03:49:00,Found,,0.0
435,Found,Electronics,Samsung Galaxy S22 with cracked back,,Wankhede Stadium - High Court Stand 1,,2026-05-05T13:47:00,Found,,0.0
436,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - VIP Lounge North 1,,2026-04-28T04:10:00,Found,,0.0
437,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Concourse Lower A 1,,2026-05-05T12:42:00,Found,,0.0
438,Found,Wallets/IDs,Student ID card in blue lanyard,,Eden Gardens - South Stand 1,,2026-04-02T06:50:00,Found,,0.0
439,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - Food Court East 1,,2026-04-20T15:57:00,Found,,0.0
440,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-29T23:21:00,Found,,0.0
441,Found,Electronics,Apple Airpods Pro in white case,,Narendra Modi Stadium - Food Court East 1,,2026-04-23T00:15:00,Found,,0.0
442,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - West Stand 1,,2026-04-18T16:51:00,Found,,0.0
443,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-12T11:18:00,Found,,0.0
444,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - VIP Lounge South 1,,2026-04-07T13:31:00,Found,,0.0
445,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Wankhede Stadium - Concourse Upper B 1,,2026-04-07T03:37:00,Found,,0.0
446,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - South Stand 1,,2026-04-10T18:07:00,Found,,0.0
447,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Club Clubhouse 1,,2026-04-10T07:12:00,Found,,0.0
448,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-15T05:22:00,Found,,0.0
449,Found,Apparel,Lost/Found apparel item near seat area,,Eden Gardens - South Pavilion 1,,2026-04-04T18:48:00,Found,,0.0
450,Found,Other,Lost/Found other item near seat area,,Eden Gardens - West Stand 1,,2026-04-11T06:29:00,Found,,0.0
451,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-21T17:18:00,Found,,0.0
452,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - Corporate Box B 1,,2026-04-04T06:11:00,Found,,0.0
453,Found,Electronics,Black iPhone 13 in transparent case,,Narendra Modi Stadium - Concourse Upper A 1,,2026-04-06T19:28:00,Found,,0.0
454,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Corporate Box A 1,,2026-04-07T18:33:00,Found,,0.0
455,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-25T12:40:00,Found,,0.0
456,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - High Court Stand 1,,2026-05-02T21:12:00,Found,,0.0
457,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-19T03:09:00,Found,,0.0
458,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - South Pavilion 1,,2026-05-02T12:40:00,Found,,0.0
459,Found,Keys,Lost/Found keys item near seat area,,Narendra Modi Stadium - Food Court West 1,,2026-04-16T21:57:00,Found,,0.0
460,Found,Other,Lost/Found other item near seat area,,Eden Gardens - Corporate Box B 1,,2026-04-10T20:37:00,Found,,0.0
461,Found,Other,Lost/Found other item near seat area,,Eden Gardens - West Stand 1,,2026-04-14T15:44:00,Found,,0.0
462,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Corporate Box B 1,,2026-04-28T15:06:00,Found,,0.0
463,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Medical Center A 1,,2026-05-05T08:44:00,Found,,0.0
464,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Eden Gardens - VIP Lounge South 1,,2026-04-04T05:49:00,Found,,0.0
465,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Medical Center A 1,,2026-04-02T16:44:00,Found,,0.0
466,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-11T17:19:00,Found,,0.0
467,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Medical Center A 1,,2026-04-08T17:07:00,Found,,0.0
468,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - West Stand 1,,2026-04-24T00:27:00,Found,,0.0
469,Found,Wallets/IDs,Brown leather wallet with driver's license,,Wankhede Stadium - Medical Center A 1,,2026-04-02T06:25:00,Found,,0.0
470,Found,Wallets/IDs,Brown leather wallet with driver's license,,Eden Gardens - West Stand 1,,2026-04-20T20:38:00,Found,,0.0
471,Found,Electronics,Apple Airpods Pro in white case,,Wankhede Stadium - High Court Stand 1,,2026-05-01T11:48:00,Found,,0.0
472,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - Concourse Upper B 1,,2026-05-03T10:12:00,Found,,0.0
473,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - Corporate Box B 1,,2026-04-04T16:19:00,Found,,0.0
474,Found,Apparel,Lost/Found apparel item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-13T11:04:00,Found,,0.0
475,Found,Wallets/IDs,Brown leather wallet with driver's license,,Narendra Modi Stadium - South Stand 1,,2026-04-26T18:43:00,Found,,0.0
476,Found,Electronics,Apple Airpods Pro in white case,,Eden Gardens - North Stand 1,,2026-04-14T23:41:00,Found,,0.0
477,Found,Apparel,Lost/Found apparel item near seat area,,Wankhede Stadium - Club Clubhouse 1,,2026-04-04T10:12:00,Found,,0.0
478,Found,Electronics,Red noise-cancelling headphones,,Wankhede Stadium - Club Clubhouse 1,,2026-04-04T14:28:00,Found,,0.0
479,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - Corporate Box A 1,,2026-04-17T20:21:00,Found,,0.0
480,Found,Wallets/IDs,Student ID card in blue lanyard,,Narendra Modi Stadium - Corporate Box B 1,,2026-04-04T08:40:00,Found,,0.0
481,Found,Wallets/IDs,Student ID card in blue lanyard,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-18T23:27:00,Found,,0.0
482,Found,Wallets/IDs,Student ID card in blue lanyard,,Wankhede Stadium - Concourse Lower A 1,,2026-04-10T12:24:00,Found,,0.0
483,Found,Wallets/IDs,Black cardholder containing credit cards,,Eden Gardens - South Stand 1,,2026-04-16T20:01:00,Found,,0.0
484,Found,Other,Lost/Found other item near seat area,,Wankhede Stadium - Grand Stand 1,,2026-05-03T05:49:00,Found,,0.0
485,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Corporate Box A 1,,2026-04-02T08:11:00,Found,,0.0
486,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - South Stand 1,,2026-05-02T01:20:00,Found,,0.0
487,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - VIP Lounge North 1,,2026-04-04T13:44:00,Found,,0.0
488,Found,Keys,Lost/Found keys item near seat area,,Eden Gardens - Press Box 1,,2026-04-18T04:19:00,Found,,0.0
489,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - North Stand 1,,2026-04-19T11:26:00,Found,,0.0
490,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Concourse Lower A 1,,2026-04-06T13:42:00,Found,,0.0
491,Found,Wallets/IDs,Indian Passport under name Rohit,,Narendra Modi Stadium - High Court Stand 1,,2026-04-07T07:44:00,Found,,0.0
492,Found,Electronics,Black iPhone 13 in transparent case,,Wankhede Stadium - Food Court West 1,,2026-05-06T00:19:00,Found,,0.0
493,Found,Other,Lost/Found other item near seat area,,Narendra Modi Stadium - Grand Stand 1,,2026-04-09T04:56:00,Found,,0.0
494,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Medical Center A 1,,2026-04-24T10:04:00,Found,,0.0
495,Found,Wallets/IDs,Indian Passport under name Rohit,,Eden Gardens - East Stand 1,,2026-05-05T05:19:00,Found,,0.0
496,Found,Electronics,Red noise-cancelling headphones,,Eden Gardens - Corporate Box A 1,,2026-04-06T19:15:00,Found,,0.0
497,Found,Keys,Lost/Found keys item near seat area,,Wankhede Stadium - Medical Center A 1,,2026-04-20T23:04:00,Found,,0.0
498,Found,Wallets/IDs,Brown leather wallet with driver's license,,Eden Gardens - East Stand 1,,2026-04-22T06:01:00,Found,,0.0
499,Found,Electronics,Red noise-cancelling headphones,,Narendra Modi Stadium - Grand Stand 1,,2026-04-29T04:07:00,Found,,0.0
500,Found,Bags/Backpacks,Lost/Found bags/backpacks item near seat area,,Narendra Modi Stadium - High Court Stand 1,,2026-04-18T16:44:00,Found,,0.0
